Id,WnvPresent
1,0.000969681083025161
2,0.00042762288712959
3,0.00119967503642858
4,0.00000000349155564011196
5,0.00000000349155564011196
6,0.00000000349155564011196
7,0.00000000349155564011196
8,0.00000000349155564011196
9,0.000938195093204397
10,0.000413730486630154
11,0.00116072971413429
12,0.00000000337807676101218
13,0.00000000337807676101218
14,0.00000000337807676101218
15,0.00000000337807676101218
16,0.00000000337807676101218
17,0.00114626107206979
18,0.000505543434336939
19,0.00141807772691848
20,0.00000000412810139771893
21,0.00000000412810139771893
22,0.00000000412810139771893
23,0.00000000412810139771893
24,0.00000000412810139771893
25,0.000395878095217323
26,0.000174523563915487
27,0.000489841231623167
28,0.00000000142463020177824
29,0.00000000142463020177824
30,0.00000000142463020177824
31,0.00000000142463020177824
32,0.00000000142463020177824
33,0.00036310966756113
34,0.000160074610060818
35,0.000449298591840272
36,0.0000000013066649761859
37,0.0000000013066649761859
38,0.0000000013066649761859
39,0.0000000013066649761859
40,0.0000000013066649761859
41,0.000383581343625334
42,0.000169101355905829
43,0.000474627186197352
44,0.00000000138036140749553
45,0.00000000138036140749553
46,0.00000000138036140749553
47,0.00000000138036140749553
48,0.00000000138036140749553
49,0.000361259676083572
50,0.000159258888166568
51,0.000447009676564812
52,0.00000000130000530039549
53,0.00000000130000530039549
54,0.00000000130000530039549
55,0.00000000130000530039549
56,0.00000000130000530039549
57,0.000462260452577365
58,0.000203795911888084
59,0.000571970672487029
60,0.0000000016636281369467
61,0.0000000016636281369467
62,0.0000000016636281369467
63,0.0000000016636281369467
64,0.0000000016636281369467
65,0.000319740166763327
66,0.000140952019402947
67,0.000395638835699377
68,0.00000000115054813874684
69,0.00000000115054813874684
70,0.00000000115054813874684
71,0.00000000115054813874684
72,0.00000000115054813874684
73,0.000625360417310692
74,0.000275726648429455
75,0.000773749873615623
76,0.00000000225097554763631
77,0.00000000225097554763631
78,0.00000000225097554763631
79,0.00000000225097554763631
80,0.00000000225097554763631
81,0.000379248137291961
82,0.000167190662065093
83,0.000469265944423324
84,0.00000000136476195205662
85,0.00000000136476195205662
86,0.00000000136476195205662
87,0.00000000136476195205662
88,0.00000000136476195205662
89,0.000573313753931251
90,0.000252771478438542
91,0.000709362016403363
92,0.0000000020635268881775
93,0.0000000020635268881775
94,0.0000000020635268881775
95,0.0000000020635268881775
96,0.0000000020635268881775
97,0.00057984758282164
98,0.000255653148930794
99,0.000717445220216841
100,0.00000000208705772786619
101,0.00000000208705772786619
102,0.00000000208705772786619
103,0.00000000208705772786619
104,0.00000000208705772786619
105,0.000274379133639957
106,0.000120952309874821
107,0.000339513835057935
108,0.000000000987276891033089
109,0.000000000987276891033089
110,0.000000000987276891033089
111,0.000000000987276891033089
112,0.000000000987276891033089
113,0.00109718366264769
114,0.000483885196237082
115,0.00135737824526598
116,0.00000000395116173159670
117,0.00000000395116173159670
118,0.00000000395116173159670
119,0.00000000395116173159670
120,0.00000000395116173159670
121,0.000522384596018264
122,0.000230310477954258
123,0.000646355104649132
124,0.00000000188012187854075
125,0.00000000188012187854075
126,0.00000000188012187854075
127,0.00000000188012187854075
128,0.00000000188012187854075
129,0.000630827349622453
130,0.000278137915362866
131,0.000780513020902266
132,0.00000000227066611071563
133,0.00000000227066611071563
134,0.00000000227066611071563
135,0.00000000227066611071563
136,0.00000000227066611071563
137,0.000530475034512433
138,0.000233878473098332
139,0.000656364277197224
140,0.00000000190925574629031
141,0.00000000190925574629031
142,0.00000000190925574629031
143,0.00000000190925574629031
144,0.00000000190925574629031
145,0.00112262766115744
146,0.000495113679899762
147,0.00138884784002086
148,0.00000000404289326624951
149,0.00000000404289326624951
150,0.00000000404289326624951
151,0.00000000404289326624951
152,0.00000000404289326624951
153,0.00104888953932363
154,0.000462573789563444
155,0.00129764615970635
156,0.0000000037770630325696
157,0.0000000037770630325696
158,0.0000000037770630325696
159,0.0000000037770630325696
160,0.0000000037770630325696
161,0.00123496712311389
162,0.000544693115185429
163,0.00152778676123647
164,0.0000000044479590369578
165,0.0000000044479590369578
166,0.0000000044479590369578
167,0.0000000044479590369578
168,0.0000000044479590369578
169,0.000518176411078562
170,0.000228454623028704
171,0.000641148888421662
172,0.00000000186496828767035
173,0.00000000186496828767035
174,0.00000000186496828767035
175,0.00000000186496828767035
176,0.00000000186496828767035
177,0.00080003833455096
178,0.000352778080123124
179,0.000989835413571858
180,0.00000000288022954567307
181,0.00000000288022954567307
182,0.00000000288022954567307
183,0.00000000288022954567307
184,0.00000000288022954567307
185,0.000514227539216489
186,0.000226713135912596
187,0.000636263475617432
188,0.00000000185074859412299
189,0.00000000185074859412299
190,0.00000000185074859412299
191,0.00000000185074859412299
192,0.00000000185074859412299
193,0.000556374470331379
194,0.000245300699276213
195,0.000688405782742682
196,0.00000000200252342266545
197,0.00000000200252342266545
198,0.00000000200252342266545
199,0.00000000200252342266545
200,0.00000000200252342266545
201,0.000464680664676278
202,0.000204863183678454
203,0.000574964953303417
204,0.00000000167234228228361
205,0.00000000167234228228361
206,0.00000000167234228228361
207,0.00000000167234228228361
208,0.00000000167234228228361
209,0.000539610350548865
210,0.000237907312496252
211,0.000667666084951124
212,0.00000000194215281070664
213,0.00000000194215281070664
214,0.00000000194215281070664
215,0.00000000194215281070664
216,0.00000000194215281070664
217,0.000394311417290919
218,0.000173832738820398
219,0.000487902878373308
220,0.00000000141899003845649
221,0.00000000141899003845649
222,0.00000000141899003845649
223,0.00000000141899003845649
224,0.00000000141899003845649
225,0.000329693620859549
226,0.000145340639682217
227,0.000407954037572913
228,0.00000000118637630841264
229,0.00000000118637630841264
230,0.00000000118637630841264
231,0.00000000118637630841264
232,0.00000000118637630841264
233,0.000739844777917476
234,0.000326224656192923
235,0.000915374921715604
236,0.00000000266336540915606
237,0.00000000266336540915606
238,0.00000000266336540915606
239,0.00000000266336540915606
240,0.00000000266336540915606
241,0.00081193730917951
242,0.000358027334025799
243,0.00100455440323929
244,0.00000000292310202547063
245,0.00000000292310202547063
246,0.00000000292310202547063
247,0.00000000292310202547063
248,0.00000000292310202547063
249,0.000876704843805065
250,0.000386600873217512
251,0.0010846701569324
252,0.00000000315647994044439
253,0.00000000315647994044439
254,0.00000000315647994044439
255,0.00000000315647994044439
256,0.00000000315647994044439
257,0.000328637122552026
258,0.000144874812148724
259,0.000406646856937582
260,0.00000000118257333337219
261,0.00000000118257333337219
262,0.00000000118257333337219
263,0.00000000118257333337219
264,0.00000000118257333337219
265,0.000541511775366873
266,0.000238745880366865
267,0.000670018437223485
268,0.00000000194900008180326
269,0.00000000194900008180326
270,0.00000000194900008180326
271,0.00000000194900008180326
272,0.00000000194900008180326
273,0.000497167687526484
274,0.000219189680150229
275,0.000615157489769545
276,0.00000000178931819766236
277,0.00000000178931819766236
278,0.00000000178931819766236
279,0.00000000178931819766236
280,0.00000000178931819766236
281,0.000440301178412702
282,0.000194112382808799
283,0.000544802551962135
284,0.00000000158456414109143
285,0.00000000158456414109143
286,0.00000000158456414109143
287,0.00000000158456414109143
288,0.00000000158456414109143
289,0.00047178850735135
290,0.00020799763640421
291,0.000583758739942034
292,0.00000000169793481798028
293,0.00000000169793481798028
294,0.00000000169793481798028
295,0.00000000169793481798028
296,0.00000000169793481798028
297,0.000790105337099207
298,0.00034839617408711
299,0.00097754826705168
300,0.00000000284444134195292
301,0.00000000284444134195292
302,0.00000000284444134195292
303,0.00000000284444134195292
304,0.00000000284444134195292
305,0.000469643940001378
306,0.00020705191152731
307,0.000581105495301602
308,0.00000000169021303916453
309,0.00000000169021303916453
310,0.00000000169021303916453
311,0.00000000169021303916453
312,0.00000000169021303916453
313,0.000642954506222637
314,0.000283486819988809
315,0.000795515475469937
316,0.00000000231434595388557
317,0.00000000231434595388557
318,0.00000000231434595388557
319,0.00000000231434595388557
320,0.00000000231434595388557
321,0.000685503017336781
322,0.000302254194492612
323,0.000848151376803471
324,0.00000000246760644507872
325,0.00000000246760644507872
326,0.00000000246760644507872
327,0.00000000246760644507872
328,0.00000000246760644507872
329,0.000464365500188213
330,0.000204724201411703
331,0.000574575032721928
332,0.00000000167120750779868
333,0.00000000167120750779868
334,0.00000000167120750779868
335,0.00000000167120750779868
336,0.00000000167120750779868
337,0.000638353548895541
338,0.000281457474911248
339,0.000789823660628581
340,0.00000000229777400593445
341,0.00000000229777400593445
342,0.00000000229777400593445
343,0.00000000229777400593445
344,0.00000000229777400593445
345,0.000509528418645509
346,0.000224640792562937
347,0.000630449868149799
348,0.00000000183382743824772
349,0.00000000183382743824772
