Id,WnvPresent
1,0.000893517006804224
2,0.00039290782529328
3,0.00109957998681553
4,0.00000000044869347800703
5,0.00000000035640652837656
6,0.000000000299618396081526
7,0.000000000351042517555427
8,0.000000000351042517555427
9,0.000926206269489517
10,0.000407289799097067
11,0.00113979945007138
12,0.000000000465124118426675
13,0.000000000369457726574359
14,0.000000000310590078022956
15,0.000000000363897291830647
16,0.000000000363897291830647
17,0.000953542092972695
18,0.000419316877674985
19,0.00117343180592795
20,0.000000000478864779274312
21,0.000000000380372218250405
22,0.000000000319765506164306
23,0.000000000374647517572226
24,0.000000000374647517572226
25,0.000854637187311228
26,0.000375802939515028
27,0.00105174313838091
28,0.000000000429152670955171
29,0.00000000034088486036708
30,0.00000000028656987731576
31,0.000000000335754454680836
32,0.000000000335754454680836
33,0.000869386802048001
34,0.000382291834392086
35,0.00106989083103557
36,0.000000000436565576122381
37,0.000000000346773084568135
38,0.000000000291519899693346
39,0.000000000341554059578352
40,0.000000000341554059578352
41,0.000848807586899231
42,0.000373238314716603
43,0.00104457045617775
44,0.00000000042622287341692
45,0.000000000338557661464657
46,0.000000000284613483290885
47,0.000000000333462280726326
48,0.000000000333462280726326
49,0.000848807586899231
50,0.000373238314716603
51,0.00104457045617775
52,0.00000000042622287341692
53,0.000000000338557661464657
54,0.000000000284613483290885
55,0.000000000333462280726326
56,0.000000000333462280726326
57,0.000863456679386155
58,0.000379682943681748
59,0.00106259451677211
60,0.000000000433585171159846
61,0.000000000344405687139798
62,0.000000000289529712185742
63,0.000000000339222292096182
64,0.000000000339222292096182
65,0.000864935410373897
66,0.00038033349311001
67,0.00106441392215358
68,0.000000000434328359419214
69,0.000000000344996016976218
70,0.000000000290025981655222
71,0.000000000339803737315241
72,0.000000000339803737315241
73,0.000864935410373897
74,0.00038033349311001
75,0.00106441392215358
76,0.000000000434328359419214
77,0.000000000344996016976218
78,0.000000000290025981655222
79,0.000000000339803737315241
80,0.000000000339803737315241
81,0.000848807586899231
82,0.000373238314716603
83,0.00104457045617775
84,0.00000000042622287341692
85,0.000000000338557661464657
86,0.000000000284613483290885
87,0.000000000333462280726326
88,0.000000000333462280726326
89,0.000857566971613238
90,0.000377091850220896
91,0.00105534790847622
92,0.000000000430625113229289
93,0.000000000342054451780639
94,0.000000000287553111559579
95,0.000000000336906443439852
96,0.000000000336906443439852
97,0.000864935410373897
98,0.00038033349311001
99,0.00106441392215358
100,0.000000000434328359419214
101,0.000000000344996016976218
102,0.000000000290025981655222
103,0.000000000339803737315241
104,0.000000000339803737315241
105,0.000912052771838923
